,gene,r hsc,p adjusted hsc,r prog,p adjusted prog,GEP 22 (Cell cycle),Benjamini-Hochberg adjusted regression p of GEP 22 vs r hsc,Bonferroni adjusted regression p of GEP 22 vs r hsc,Benjamini-Hochberg adjusted regression p of GEP 22 vs r prog,Bonferroni adjusted regression p of GEP 22 vs r prog
162,RPL13A,-0.0579667089235736,1.5160608426145585e-05,0.0659797102628615,5.404579228809482e-31,-0.001744363,0.999775974942421,1.0,0.9831285273395207,1.0
163,RPL14,-0.0414765267419364,0.012503053912887993,0.0711389892115511,6.413041370116761e-36,-0.00024249,0.999775974942421,1.0,0.9831285273395207,1.0
164,RPL15,-0.0538554564816313,9.626975641433057e-05,0.0828347886034598,1.721556898533198e-48,-0.00105089,0.999775974942421,1.0,0.9831285273395207,1.0
165,RPL17,-0.0457440659890445,0.0027061986127247767,0.0292461980167266,1.1801965355738574e-06,-0.001320674,0.999775974942421,1.0,0.9831285273395207,1.0
166,RPL18,-0.0605174103028788,4.399805083859304e-06,0.0829263617507304,1.3465270628448541e-48,-0.000861922,0.999775974942421,1.0,0.9831285273395207,1.0
167,RPL18A,-0.0515451493554143,0.0002672138336825243,0.0793975470648135,1.3488623308934353e-44,-0.00030743,0.999775974942421,1.0,0.9831285273395207,1.0
168,RPL19,-0.0690611755174322,4.391746913447692e-08,0.083601322872994,2.209538645739303e-49,-0.001181751,0.999775974942421,1.0,0.9831285273395207,1.0
169,RPL21,-0.0517963211888771,0.00023997624690654033,0.0602434334551625,5.926602440453777e-26,-0.000401497,0.999775974942421,1.0,0.9831285273395207,1.0
170,RPL22,-0.0511360421539274,0.0003232832953534265,0.0585743069093577,1.4180167902288617e-24,-0.001009291,0.999775974942421,1.0,0.9831285273395207,1.0
171,RPL23,-0.0652380764305113,3.884619166512999e-07,0.0629070747221162,3.0753508044036613e-28,-0.001137843,0.999775974942421,1.0,0.9831285273395207,1.0
172,RPL23A,-0.0593538875230244,7.876747241714298e-06,0.0892996582908585,2.8573859301550887e-56,-0.000511067,0.999775974942421,1.0,0.9831285273395207,1.0
173,RPL24,-0.0547573925159297,6.450837710501484e-05,0.0796930595877333,6.328209839089681e-45,-0.00106941,0.999775974942421,1.0,0.9831285273395207,1.0
174,RPL26,-0.0472830888938378,0.0014704665265278367,0.0759242605105114,7.94969651085569e-41,-0.000255172,0.999775974942421,1.0,0.9831285273395207,1.0
175,RPL27,-0.0592475411231784,8.252579457686044e-06,0.0728872833765825,1.1321970593984393e-37,-0.000542479,0.999775974942421,1.0,0.9831285273395207,1.0
176,RPL27A,-0.0482884043359584,0.00101679111780894,0.0499794044140935,4.411626142419197e-18,-0.00067126,0.999775974942421,1.0,0.9831285273395207,1.0
177,RPL28,-0.057794570050904,1.627871376486775e-05,0.0806834336762705,4.933537577215126e-46,-0.000609555,0.999775974942421,1.0,0.9831285273395207,1.0
178,RPL29,-0.0447966703719872,0.0038115193080914653,0.0587340250017219,1.0527807646855197e-24,-0.00015764,0.999775974942421,1.0,0.9831285273395207,1.0
179,RPL3,-0.0488670461692943,0.0008237605002338796,0.0587796444240414,9.675489106179107e-25,-0.000608772,0.999775974942421,1.0,0.9831285273395207,1.0
180,RPL30,-0.056213658506951,3.3784037160171045e-05,0.0693378425431796,3.7270036610475923e-34,-0.000874249,0.999775974942421,1.0,0.9831285273395207,1.0
181,RPL31,-0.0665782255149834,1.816680219991003e-07,0.0690754456310931,6.640591339672653e-34,-0.000253713,0.999775974942421,1.0,0.9831285273395207,1.0
182,RPL32,-0.0549953690249131,5.808542790711517e-05,0.0521044821154568,1.3586638729904135e-19,-0.00027915,0.999775974942421,1.0,0.9831285273395207,1.0
183,RPL34,-0.044838792838485,0.0037645380219211793,0.0345930090380745,4.9389522105582864e-09,-0.001021895,0.999775974942421,1.0,0.9831285273395207,1.0
184,RPL35,-0.0477960862872934,0.0012069811251306294,0.064476056492886,1.2511403043610396e-29,1.29e-05,0.999775974942421,1.0,0.9831285273395207,1.0
185,RPL35A,-0.0584349828748604,1.2157041464671925e-05,0.0506235520743596,1.559195646965543e-18,-0.001253665,0.999775974942421,1.0,0.9831285273395207,1.0
186,RPL36,-0.0592116730573798,8.316494827207939e-06,0.0253538561086022,3.5971997200245655e-05,-0.000443213,0.999775974942421,1.0,0.9831285273395207,1.0
187,RPL36A,-0.0426142317376019,0.008382795919475676,0.1085962129018064,4.633377488652686e-83,0.000428387,0.999775974942421,1.0,0.9831285273395207,1.0
188,RPL37,-0.0442174839350627,0.004716557296008014,0.035680969689286,1.4495928817906049e-09,-0.000296742,0.999775974942421,1.0,0.9831285273395207,1.0
189,RPL37A,-0.0483248083382125,0.0010060175622758835,0.0634496151873954,1.028968204734536e-28,0.000380481,0.999775974942421,1.0,0.9831285273395207,1.0
190,RPL38,-0.0555123991998414,4.606709479590924e-05,0.0472812292174545,2.9758643667434664e-16,-0.000498836,0.999775974942421,1.0,0.9831285273395207,1.0
191,RPL39,-0.0541489082631556,8.435106454700701e-05,0.0470493217096757,4.2352728199955566e-16,-0.000824062,0.999775974942421,1.0,0.9831285273395207,1.0
192,RPL4,-0.0565132374712934,2.9710150557960713e-05,0.0638475722799457,4.567727098706611e-29,-0.000953685,0.999775974942421,1.0,0.9831285273395207,1.0
193,RPL41,-0.0631856689052814,1.1171264115794341e-06,0.1044076308084861,8.599714540044611e-77,0.000307079,0.999775974942421,1.0,0.9831285273395207,1.0
194,RPL5,-0.0401221222856596,0.0194485137587041,0.0233025728448661,0.00017854930026864636,-0.001617792,0.999775974942421,1.0,0.9831285273395207,1.0
195,RPL7,-0.0556640708202499,4.4196867681454825e-05,0.0573918855585851,1.280172296741042e-23,-0.000855339,0.999775974942421,1.0,0.9831285273395207,1.0
196,RPL7A,-0.050032852012479,0.0005225498762591147,0.075658255552425,1.5145194042397145e-40,-0.000209993,0.999775974942421,1.0,0.9831285273395207,1.0
197,RPL8,-0.050007678306868,0.0005233345052612917,0.0501551740356213,3.325854836116097e-18,-0.000819807,0.999775974942421,1.0,0.9831285273395207,1.0
198,RPL9,-0.0554951220700462,4.606709479590924e-05,0.0389160669832354,3.0293396061427307e-11,-0.001327957,0.999775974942421,1.0,0.9831285273395207,1.0
199,RPLP0,-0.04345288792313,0.006149041194271443,0.0820218449211924,1.4858523614434935e-47,-3.7e-05,0.999775974942421,1.0,0.9831285273395207,1.0
200,RPLP1,-0.0406050945217894,0.01643208527714674,0.0825812752316743,3.381506802894945e-48,0.000570804,0.999775974942421,1.0,0.9831285273395207,1.0
201,RPLP2,-0.0526622078897789,0.00016284252693241156,0.0939280023585103,3.3326971417761627e-62,-0.000918707,0.999775974942421,1.0,0.9831285273395207,1.0
202,RPS10,-0.0477082580418073,0.0012418011866160773,0.0922197828835714,5.562799955313168e-60,-0.000465805,0.999775974942421,1.0,0.9831285273395207,1.0
203,RPS11,-0.0601253344440839,5.320231150724621e-06,0.0865977028296119,6.05180446943206e-53,-0.002112804,0.999775974942421,1.0,0.5737223777982486,1.0
204,RPS12,-0.043614872022688,0.0058259574750998905,0.0684226104048455,2.808895250680904e-33,-0.000478895,0.999775974942421,1.0,0.9831285273395207,1.0
205,RPS13,-0.0476435899137704,0.0012714560144943582,0.0433793348476135,8.59821644839358e-14,-0.001060196,0.999775974942421,1.0,0.9831285273395207,1.0
206,RPS14,-0.0615087584677651,2.744203482287239e-06,0.045887895660434,2.372575667791926e-15,-0.000659066,0.999775974942421,1.0,0.9895748851625324,1.0
207,RPS15,-0.0461879402809522,0.002276345724179568,0.0861280201707226,2.2161718668859434e-52,-0.000178583,0.999775974942421,1.0,0.9831285273395207,1.0
208,RPS15A,-0.0493169290451059,0.0006949424561779173,0.0802715409874939,1.4268750409089572e-45,-0.000959961,0.999775974942421,1.0,0.9831285273395207,1.0
209,RPS17,-0.0407479199810816,0.01571727514437352,0.0692332380811282,4.6844742015523236e-34,-0.000111828,0.999775974942421,1.0,0.9933094352079007,1.0
210,RPS18,-0.0691935998727678,4.226174878259074e-08,0.068498193776416,2.3785900465484187e-33,-0.000157067,0.999775974942421,1.0,0.9895748851625324,1.0
211,RPS19,-0.048987341533757,0.000794272336259516,0.072367008121115,3.800773642481541e-37,-0.000870308,0.999775974942421,1.0,0.9831285273395207,1.0
212,RPS2,-0.0657978496123206,2.814374529962366e-07,0.0411164148230396,1.8251245019490427e-12,-0.001102179,0.999775974942421,1.0,0.9831285273395207,1.0
213,RPS20,-0.0489253470591703,0.0008069543668644241,0.0528996233363164,3.558777043067057e-20,-0.000473638,0.999775974942421,1.0,0.9938016652715409,1.0
214,RPS21,-0.0377703057645657,0.03831704735480095,0.0533242308332685,1.728998197067455e-20,3.61e-05,0.999775974942421,1.0,0.9831285273395207,1.0
215,RPS23,-0.055703045169776,4.372390975197511e-05,0.0904244699617114,1.0951426204866215e-57,-0.000553432,0.999775974942421,1.0,0.9831285273395207,1.0
216,RPS24,-0.056667235739952,2.7942035821474914e-05,0.0372230615504978,2.391755928561843e-10,-0.000534408,0.999775974942421,1.0,0.9831285273395207,1.0
217,RPS25,-0.0494915928674915,0.0006490783149014674,0.0449229268415756,9.627596200262858e-15,-0.000581653,0.999775974942421,1.0,0.9895748851625324,1.0
218,RPS27,-0.0583742474033586,1.2304487605017738e-05,0.0844742717862992,2.0728230957668091e-50,-0.000930068,0.999775974942421,1.0,0.9831285273395207,1.0
219,RPS27A,-0.0635571642264739,9.245920050288081e-07,0.0537304528264373,8.609084432223996e-21,-0.001709841,0.999775974942421,1.0,0.9831285273395207,1.0
220,RPS28,-0.0479148138327795,0.0011635479285995165,0.0543444675828666,2.970294565265073e-21,-0.000879098,0.999775974942421,1.0,0.9831285273395207,1.0
221,RPS29,-0.0501995929394298,0.0004913485587647782,0.0521367600137561,1.287193567514164e-19,-0.000670165,0.999775974942421,1.0,0.9831285273395207,1.0
222,RPS3,-0.0532655151016866,0.00012540192896584828,0.0763636295863001,2.7240334738353326e-41,0.000225477,0.999775974942421,1.0,0.9831285273395207,1.0
223,RPS3A,-0.0453285658255165,0.0031899813466769442,0.0751387079781688,5.3393060534723754e-40,-0.00076037,0.999775974942421,1.0,0.9831285273395207,1.0
224,RPS4X,-0.048987167654442,0.000794272336259516,0.058231331192652,2.695667957289913e-24,0.0002066,0.999775974942421,1.0,0.9831285273395207,1.0
225,RPS5,-0.0438332476558127,0.005415588473590113,0.0967458763515734,5.698291857201488e-66,0.000412897,0.999775974942421,1.0,0.9831285273395207,1.0
226,RPS6,-0.0518996545045764,0.00022987206639634987,0.0487725640679818,2.9747722831903186e-17,-0.000184016,0.999775974942421,1.0,0.9831285273395207,1.0
227,RPS8,-0.0562602313504794,3.338393371382212e-05,0.0913454323587099,7.386137335196954e-59,-0.000667492,0.999775974942421,1.0,0.9831285273395207,1.0
228,RPS9,-0.0589020503650221,9.747613740933975e-06,0.0739087189214949,1.0145840466070721e-38,-0.000142382,0.999775974942421,1.0,0.9831285273395207,1.0
229,RPSA,-0.0532791655044942,0.00012540192896584828,0.0869810325576463,2.0668087491602198e-53,-0.000230474,0.999775974942421,1.0,0.9831285273395207,1.0
230,RSPH6A,0.0478204479881791,0.0012005389869632532,0.0650647148845029,3.691733951415212e-30,0.000972527,0.9470154544596452,1.0,0.9831285273395207,1.0
231,SARDH,-0.0424918610163479,0.008773109022136745,-0.0421715754633114,4.4911049672534935e-13,-0.000312382,0.999775974942421,1.0,0.5971422544291973,1.0
232,SAT1,-0.0408534779305506,0.015254007829596732,-0.0599579571379607,1.0279387917856987e-25,-0.000497547,0.999775974942421,1.0,0.5737223777982486,1.0
233,SH3BGRL3,-0.0437914819852825,0.005485999534289289,0.0762215457758539,3.8563128269365887e-41,-0.001312548,0.999775974942421,1.0,0.9831285273395207,1.0
234,SHC1,-0.0378187146122045,0.03775793542169244,0.0665144808392421,1.733827903198553e-31,0.000587857,0.999775974942421,1.0,0.9831285273395207,1.0
235,SLC25A6,-0.044199213614841,0.004731058201627594,0.0490269786695233,1.998010523174273e-17,-0.000256347,0.999775974942421,1.0,0.9831285273395207,1.0
236,SMC4,0.1160407218147957,7.028434672261237e-25,0.4370560959245185,0.0,0.00743589,0.999775974942421,1.0,0.9831285273395207,1.0
237,SNHG7,-0.0398124401278922,0.02136038954862775,0.0293873120998235,1.033499393250639e-06,-0.001078479,0.999775974942421,1.0,0.9831285273395207,1.0
238,SNHG8,-0.0417008786585854,0.01152698060767939,-0.0255360862181028,3.100020090705594e-05,-0.001301709,0.999775974942421,1.0,0.9831285273395207,1.0
239,SOCS3,-0.0433443726629991,0.00634791769013257,-0.0199902105307505,0.0017968324706678024,-0.000520341,0.999775974942421,1.0,0.9831285273395207,1.0
240,SON,-0.0390940001324561,0.026542147542184223,0.1182491672082467,1.743615818821021e-98,0.000140551,0.999775974942421,1.0,0.9831285273395207,1.0
241,SPINT2,-0.0418384813419434,0.010998868050100545,0.0608897711075211,1.6873511368035982e-26,-0.000178048,0.999775974942421,1.0,0.9831285273395207,1.0
242,SRSF5,-0.0387856595601205,0.02863691191292887,0.0620475252473602,1.7237057777372597e-27,-0.000843447,0.999775974942421,1.0,0.9831285273395207,1.0
243,SSR3,-0.0377404540713447,0.038621617870027415,0.0513525681714953,4.725166034651971e-19,0.000289651,0.999775974942421,1.0,0.9831285273395207,1.0
244,STMN1,0.074469333928942,1.6538426138896673e-09,0.4638264614608611,0.0,0.007825609,0.999775974942421,1.0,0.9831285273395207,1.0
245,SYNJ2.IT1,-0.0465995896763807,0.0019501044427500647,0.0575346043412034,9.860763240433205e-24,-0.001042902,0.999775974942421,1.0,0.9831285273395207,1.0
246,TBC1D3I,0.0628543010627928,1.3360319760696178e-06,0.1254947476194712,5.809631871393876e-111,0.002064086,0.999775974942421,1.0,0.9831285273395207,1.0
247,TBCA,-0.0421225194204341,0.009893880834332744,0.0707976276942767,1.4004792052759023e-35,-0.000533369,0.999775974942421,1.0,0.9831285273395207,1.0
248,TIMM9,-0.0397790124670594,0.02152342330715038,0.0287654216448383,1.8446722024047357e-06,-0.000293936,0.999775974942421,1.0,0.9831285273395207,1.0
249,TMPO,0.0567343051235059,2.7243155081051347e-05,0.3929120428641289,0.0,0.006226256,0.999775974942421,1.0,0.9831285273395207,1.0
250,TNFRSF14,-0.0545280771903612,7.13108506681667e-05,0.0556266815421686,3.114377286721677e-22,-0.00082378,0.999775974942421,1.0,0.9831285273395207,1.0
251,TOP2A,0.1287560655650516,4.995690728485228e-31,0.6492736812848459,0.0,0.016103624,0.000596576835249274,0.001193153670498548,0.4060238581814259,1.0
252,TPT1,-0.0614210884037876,2.8443409149290503e-06,0.1104465791261142,6.534013339913893e-86,-0.001765308,0.999775974942421,1.0,0.5737223777982486,1.0
253,TRAPPC1,-0.0383161710602374,0.032617446300768814,0.1422416553943994,9.706288065373421e-143,0.000934125,0.999775974942421,1.0,0.9831285273395207,1.0
254,TSPAN13,0.0378421354841814,0.03758917851226497,0.1408151952601173,7.163218726937305e-140,0.000772715,0.999775974942421,1.0,0.9831285273395207,1.0
255,TTK,0.1101548555993767,2.729551075705099e-22,0.2601953574885225,0.0,0.0028193,0.4722271125376871,1.0,0.9831285273395207,1.0
256,TUBA1A,-0.0383545047073298,0.0325612585067715,0.1527097993434239,9.96389270712066e-165,0.001255548,0.999775974942421,1.0,0.9831285273395207,1.0
257,TUBA1B,0.0910499302222367,8.23253974113117e-15,0.5356166028046656,0.0,0.01341382,0.00397918632062777,0.01193755896188331,0.46844625103791926,1.0
258,TUBB,0.0528684646235783,0.00014929240461857693,0.5194649057533172,0.0,0.012581761,0.000596576835249274,0.0010895453678771982,0.5737223777982486,1.0
259,TYMS,0.0666004664737543,1.816680219991003e-07,0.3034383072957463,0.0,0.004768218,0.999775974942421,1.0,0.9831285273395207,1.0
260,UBA52,-0.0495916874180917,0.0006319643905483611,0.1117380923871064,6.277612208611831e-88,2.02e-05,0.999775974942421,1.0,0.9831285273395207,1.0
261,UBE2C,0.1067677177133831,6.894155750003469e-21,0.5244027044343615,0.0,0.01355187,0.011662499356771328,0.04664999742708531,0.34053502666474933,1.0
262,UBN2,-0.0644866769937428,5.855169041400041e-07,0.0456469902434499,3.3726483921845278e-15,-0.000710902,0.999775974942421,1.0,0.9831285273395207,1.0
263,UQCR11,-0.0398557124662181,0.02108464691113634,0.0751499521710688,5.198518597800116e-40,-1.95e-05,0.999775974942421,1.0,0.9895748851625324,1.0
264,UXT,-0.0373726225767825,0.04286865114088259,0.1154936057044316,6.103249214011192e-94,0.000608331,0.999775974942421,1.0,0.9831285273395207,1.0
265,VDAC1,-0.0424038579959043,0.00901578361222385,0.0645603626333351,1.0523849028646633e-29,-0.001460812,0.999775974942421,1.0,0.9831285273395207,1.0
266,VDAC2,-0.0390951756242839,0.026542147542184223,0.097852878182996,1.732903603246045e-67,0.000254675,0.999775974942421,1.0,0.9831285273395207,1.0
267,ZFAND5,-0.0389498928910036,0.02764619441300208,0.0271667430298246,7.794630486610388e-06,-2.17e-05,0.999775974942421,1.0,0.9831285273395207,1.0
268,ZFAS1,-0.0479228266574693,0.0011635479285995165,0.0143597128308061,0.03887259704016836,-0.001170864,0.999775974942421,1.0,0.9831285273395207,1.0
269,ZFP36L1,-0.0421900780079786,0.009667754778392289,0.0311430718759663,1.8736535574117217e-07,-0.000122482,0.999775974942421,1.0,0.9831285273395207,1.0
270,ZNF273,0.0393685348541911,0.024507046162858225,0.0423522542047043,3.517483214783825e-13,0.000118737,0.6892166984651148,1.0,0.9831285273395207,1.0
271,ZNF674.AS1,0.0588114738582966,1.0006993022045398e-05,0.2717910378680276,0.0,0.005687043,0.999775974942421,1.0,0.9831285273395207,1.0
272,ZNF716,-0.0375400405589893,0.040935903039183284,0.0325575594054508,4.412420849216781e-08,-0.000790573,0.999775974942421,1.0,0.9831285273395207,1.0
