,gene,r hsc,p adjusted hsc,r prog,p adjusted prog,GEP 15 (DNA Replication),Benjamini-Hochberg adjusted regression p of GEP 15 vs r hsc,Bonferroni adjusted regression p of GEP 15 vs r hsc,Benjamini-Hochberg adjusted regression p of GEP 15 vs r prog,Bonferroni adjusted regression p of GEP 15 vs r prog
1301,BAG6,0.0696516392495402,4.883512455732022e-10,0.1604778355469794,8.88490957580498e-183,0.000380938,0.9999771431101689,1.0,0.9999471363027878,1.0
1302,BAHCC1,0.0378765949367442,0.0013908869490022219,0.0447257440371051,5.742745840157465e-15,4.36e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1303,BAHD1,0.0428231090619582,0.0002536322413248858,0.0689130835154693,3.2804470615981056e-34,0.000137236,0.9999771431101689,1.0,0.9999471363027878,1.0
1304,BAIAP2.AS1,0.0568161500816434,6.051537808679358e-07,0.0651159470493857,1.2110600807293193e-30,-1.87e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1305,BAIAP2L1,-0.0374699600207222,0.0015851576156727023,-0.0361225983898578,4.1045661068694164e-10,-0.00021662,0.9999771431101689,1.0,0.9999471363027878,1.0
1306,BAIAP3,-0.045692751000008,8.457191559647726e-05,-0.0334874187373062,7.744054486771821e-09,-0.000181782,0.9999771431101689,1.0,0.9999471363027878,1.0
1307,BANF1,0.1299692659936019,1.4467373008119911e-33,0.2455484411465831,0.0,0.000801118,0.9999771431101689,1.0,0.9999471363027878,1.0
1308,BANK1,-0.0580289541064378,3.2946609573289327e-07,-0.0388301438583942,1.579094767730312e-11,-0.000259523,0.9999771431101689,1.0,0.9999471363027878,1.0
1309,BAP1,0.041584908096161,0.00039623187338727573,0.1042632082908998,3.3421136085802865e-77,0.000113017,0.9999771431101689,1.0,0.9999471363027878,1.0
1310,BARD1,0.0497037331032568,1.6236541338114077e-05,0.082627391128028,8.765452429887478e-49,0.000304449,0.9999771431101689,1.0,0.9999471363027878,1.0
1311,BARHL1,-0.0342771154441426,0.004225422502387684,-0.0300699472834155,2.496549397215277e-07,-0.000174787,0.9999771431101689,1.0,0.9999471363027878,1.0
1312,BASP1,0.3146480116919911,1.5895714239329465e-203,0.2701965242330513,0.0,0.001961686,0.9999771431101689,1.0,0.000130481874582571,0.011090959339518536
1313,BATF,0.040087752785122,0.0006681107336513833,0.0669767441809289,2.2914299668940856e-32,0.000340395,0.9999771431101689,1.0,0.9999471363027878,1.0
1314,BATF2,-0.0264727516590988,0.03144445339229559,-0.0255253326590783,1.411177607081629e-05,-0.000138107,0.9999771431101689,1.0,0.9999471363027878,1.0
1315,BAZ1A,0.1081798256502979,2.3051059451113752e-23,0.1735169055575959,5.506184276204023e-214,0.000722063,0.9999771431101689,1.0,0.9999471363027878,1.0
1316,BAZ1B,0.121232562955209,3.0623830818022236e-29,0.2113463697390887,2.3834e-319,0.000999244,0.9999771431101689,1.0,0.9999471363027878,1.0
1317,BAZ2A,-0.2625618857625154,1.7055212022283807e-139,-0.1557331599345403,4.6063972053047804e-172,-0.001276745,0.9999771431101689,1.0,0.24203823295894467,1.0
1318,BAZ2B,-0.0317272362639053,0.008598488765368175,0.0298598972518364,3.0506238369622357e-07,-0.000379579,0.9999771431101689,1.0,0.9999471363027878,1.0
1319,BBOX1,-0.0246416903226382,0.046633538625536895,-0.0300134897919332,2.6348991313899767e-07,-0.000141641,0.9999771431101689,1.0,0.9999471363027878,1.0
1320,BBS1,-0.0362563331163133,0.0023217074110525354,-0.019122233056922,0.0013480784725027285,-0.000102856,0.9999771431101689,1.0,0.9999471363027878,1.0
1321,BBS10,0.0478809968549973,3.522064037817531e-05,0.0378012895637313,5.604034229853322e-11,1.56e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1322,BBS12,-0.0396858664033495,0.0007667482034455991,-0.0188903874211793,0.0015522964651571048,-0.000181935,0.9999771431101689,1.0,0.9999471363027878,1.0
1323,BBS9,-0.0377250322930114,0.0014631786398502744,-0.0171671503804538,0.004185809971162607,-0.000194957,0.9999771431101689,1.0,0.9999471363027878,1.0
1324,BBX,0.028172128026723,0.021186064678349707,0.0587474333235902,4.0398246375759226e-25,-7.52e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1325,BCAM,-0.038027253064241,0.0013243240039261116,-0.013820199961653,0.02229515399945134,-0.00042628,0.9999771431101689,1.0,0.9999471363027878,1.0
1326,BCAN,-0.0285452558728793,0.019344222675902006,-0.0322221197745099,2.9319581208301746e-08,-0.000131498,0.9999771431101689,1.0,0.9999471363027878,1.0
1327,BCAR1,-0.0587216994908555,2.3104358075032749e-07,-0.0456773211613074,1.4391822828293384e-15,-0.000246893,0.9999771431101689,1.0,0.9999471363027878,1.0
1328,BCAS2,0.0419767063143629,0.00034416213487917723,0.1288114867512433,1.3193120873403843e-117,0.000311444,0.9999771431101689,1.0,0.9999471363027878,1.0
1329,BCAS3,-0.0489224748658967,2.279380355885487e-05,-0.0404550410393055,1.9966989949939877e-12,-0.000267029,0.9999771431101689,1.0,0.9999471363027878,1.0
1330,BCAS4,-0.0264119808860525,0.03187513446084667,0.0177402928686795,0.003049980164628876,-0.000256464,0.9999771431101689,1.0,0.9999471363027878,1.0
1331,BCAT1,0.2076697204172349,3.321570525989269e-86,0.2700897287951952,0.0,0.001143369,0.9999771431101689,1.0,0.9999471363027878,1.0
1332,BCAT2,0.0438580984965431,0.00017236416187486629,0.113648738320768,1.276120072864878e-91,0.000281203,0.9999771431101689,1.0,0.9999471363027878,1.0
1333,BCCIP,0.1200664102691279,1.0801681663298274e-28,0.2164168695301547,0.0,0.001053681,0.9963115592636574,1.0,0.9999471363027878,1.0
1334,BCDIN3D.AS1,-0.0344559517172743,0.004007630391092492,-0.0232434213143919,8.310401686638283e-05,-0.000107251,0.9999771431101689,1.0,0.9999471363027878,1.0
1335,BCHE,-0.0249289857026521,0.04388756449139178,-0.0336184729067279,6.73390943135662e-09,-0.000113779,0.9999771431101689,1.0,0.9999471363027878,1.0
1336,BCKDHB,0.0445533519264854,0.00013210328086247133,0.0697602943535559,4.921489974249601e-35,0.000195028,0.9999771431101689,1.0,0.9999471363027878,1.0
1337,BCKDK,0.0468440151342408,5.3562393864939205e-05,0.1087553123806568,6.036479315712148e-84,0.00017344,0.9999771431101689,1.0,0.9999471363027878,1.0
1338,BCL11A,0.1292450206425746,3.389376105046473e-33,0.1111260816290765,1.2799312320165509e-87,7.11e-05,0.4304831682598342,1.0,0.9999471363027878,1.0
1339,BCL11B,-0.0494857297159768,1.7882012333681845e-05,-0.0353147216427791,1.036828407060616e-09,-0.000119854,0.9999771431101689,1.0,0.9999471363027878,1.0
1340,BCL2A1,-0.0498039413811099,1.554468398069054e-05,-0.0165270623394783,0.005915546413473657,-0.000312211,0.9999771431101689,1.0,0.9999471363027878,1.0
1341,BCL2L12,0.0477258225637885,3.760047924416506e-05,0.1050318766727081,2.4612768728039785e-78,0.00030118,0.9999771431101689,1.0,0.9999471363027878,1.0
1342,BCL2L13,0.0335916894257477,0.005147030244142895,0.0692656794195704,1.4912462804238915e-34,5.56e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1343,BCL2L15,-0.0336835969984923,0.0050142844388330774,-0.0135239834664039,0.0254551595111531,-0.000105443,0.9999771431101689,1.0,0.9999471363027878,1.0
1344,BCL6,-0.0503329462923648,1.2380025288729869e-05,-0.0474771353777928,9.668116284894977e-17,-0.000274386,0.9999771431101689,1.0,0.9999471363027878,1.0
1345,BCL7B,0.0621103925128374,3.8365169717471566e-08,0.1374906115959324,5.417465520004018e-134,0.000344999,0.9999771431101689,1.0,0.9999471363027878,1.0
1346,BCL7C,0.0253370128533868,0.040308108819033996,0.0870787186818153,4.376549426246995e-54,7.3e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1347,BCL9L,-0.0631049709298967,2.2286703481182663e-08,-0.0339986492509647,4.462362386992791e-09,-0.000236138,0.9999771431101689,1.0,0.9999471363027878,1.0
1348,BCLAF1,0.1174533970865053,1.7971215045798986e-27,0.2294301098336029,0.0,0.000865819,0.9999771431101689,1.0,0.9999471363027878,1.0
1349,BCO1,-0.0433156037050109,0.00021126196558654252,-0.0256841157687929,1.2404121224020751e-05,-0.000171584,0.9999771431101689,1.0,0.9999471363027878,1.0
1350,BCO2,-0.0647066958887582,9.08272027259759e-09,-0.0350271141825367,1.4309507600504119e-09,-0.000365909,0.9999771431101689,1.0,0.9999471363027878,1.0
1351,BCS1L,0.0274799959889081,0.0249497838510893,0.0772875347874374,8.5725739537703e-43,0.000160049,0.9999771431101689,1.0,0.9999471363027878,1.0
1352,BCYRN1,-0.0303220323909898,0.012415312340412184,0.0225932952442607,0.00013381640751895994,-0.000297857,0.9999771431101689,1.0,0.9999471363027878,1.0
1353,BDKRB1,-0.1144071302591995,4.4143997200495926e-26,-0.0828403903147357,4.957281479398179e-49,-0.000412447,0.9999771431101689,1.0,0.9999471363027878,1.0
1354,BDKRB2,-0.0329040966842021,0.006237211575789052,-0.0252900563328867,1.7084188931217592e-05,-0.000124755,0.9999771431101689,1.0,0.9999471363027878,1.0
1355,BDNF,-0.0332498040358926,0.0056641383234761365,-0.0360786162838413,4.318877192164385e-10,-0.000166594,0.9999771431101689,1.0,0.9999471363027878,1.0
1356,BDNF.AS,-0.0285471531092879,0.019338083020155532,-0.0232111928652298,8.512966010779317e-05,-0.000164333,0.9999771431101689,1.0,0.9999471363027878,1.0
1357,BDP1,0.0384818516602385,0.0011421532155117707,0.1146787564877699,2.798212109142489e-93,0.000267142,0.9999771431101689,1.0,0.9999471363027878,1.0
1358,BEAN1,-0.0474782480547471,4.156854187934767e-05,-0.0248893958144017,2.351701619481981e-05,-8.82e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1359,BECN1,0.0299971589982648,0.013481143732244336,0.0729579183884553,3.12022880714684e-38,-1.77e-06,0.9999771431101689,1.0,0.9999471363027878,1.0
1360,BEGAIN,-0.0375908862718004,0.0015268586330053544,-0.027175101502255,3.529714337348188e-06,-0.000164974,0.9999771431101689,1.0,0.9999471363027878,1.0
1361,BEND4,0.0263806960486805,0.03208822767239842,0.0361947961264422,3.775221985085874e-10,7.05e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1362,BEND7,-0.0743563655922083,2.426096098866176e-11,-0.06215472061259,5.275407152882412e-28,-0.000449394,0.9999771431101689,1.0,0.9999471363027878,1.0
1363,BEST3,-0.0550616110625285,1.4263960302295932e-06,-0.0366514824028407,2.2135842112655833e-10,-0.000193567,0.9999771431101689,1.0,0.9999471363027878,1.0
1364,BEST4,-0.0311687110310069,0.00997346934949587,-0.0184559913151958,0.0020131460004904865,-0.000105708,0.9999771431101689,1.0,0.9999471363027878,1.0
1365,BET1,0.0806891725009749,3.060864075172461e-13,0.0762879665333966,1.0244938862645772e-41,0.000199954,0.9999771431101689,1.0,0.9999471363027878,1.0
1366,BEX1,-0.0335033692109987,0.005278650425106199,0.0297088350040384,3.5219305095692815e-07,-0.000381668,0.9999771431101689,1.0,0.9999471363027878,1.0
1367,BEX3,0.1635305507810575,3.937705290853793e-53,0.2464331915278348,0.0,0.000999037,0.9999771431101689,1.0,0.9999471363027878,1.0
1368,BEX4,0.0520688449463671,5.729846775826379e-06,0.1400339357310876,5.282686515487358e-139,4.23e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1369,BEX5,-0.0589683477436207,2.0408401539020094e-07,-0.0155084528900548,0.01000229866348804,-0.000418149,0.9999771431101689,1.0,0.9999471363027878,1.0
1370,BFAR,0.0794320324490003,7.527410824485507e-13,0.1447609867808981,1.44242086091774e-148,0.000317297,0.9999771431101689,1.0,0.9999471363027878,1.0
1371,BHLHA9,-0.0569858507026296,5.571435286584251e-07,-0.0320245449979404,3.590247266293784e-08,-0.000216997,0.9999771431101689,1.0,0.9999471363027878,1.0
1372,BHLHE22,-0.0261817736053771,0.03352756124252088,-0.0120780308763793,0.04684650538458193,-9.38e-06,0.9999771431101689,1.0,0.9999471363027878,1.0
1373,BHLHE40,-0.045848003897468,7.96020169429722e-05,-0.0321974504801853,3.007354913300029e-08,-0.000331959,0.9999771431101689,1.0,0.9999471363027878,1.0
1374,BHLHE40.AS1,-0.027806159640599,0.023152115414546717,-0.0174239748417425,0.0036357770059518126,-9.81e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1375,BHLHE41,-0.0655090777823002,5.7707078300598e-09,-0.032084081580108,3.378215331108485e-08,-0.000217582,0.9999771431101689,1.0,0.9999471363027878,1.0
1376,BHMT,-0.0412845406589793,0.0004402643553161218,-0.0281001835077952,1.5589471311880165e-06,-0.000127314,0.9999771431101689,1.0,0.9999471363027878,1.0
1377,BICC1,-0.0399560462709714,0.0006990032205526343,-0.0233160882238816,7.878132975114672e-05,-1.92e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1378,BICD2,0.0350290432279813,0.0033761185205666857,0.1015193475641659,3.16138401877311e-73,0.00014317,0.9999771431101689,1.0,0.9999471363027878,1.0
1379,BICDL1,-0.0476617086654746,3.8546447441038315e-05,-0.0258244868795873,1.1059964584857331e-05,-0.000106251,0.9999771431101689,1.0,0.9999471363027878,1.0
1380,BID,0.1770038613134842,2.4901184484001313e-62,0.191042761283897,4.96138013729885e-260,0.000867814,0.9999771431101689,1.0,0.9999471363027878,1.0
1381,BIN1,0.0447991789874331,0.00012025891164866936,0.0840064738731575,2.1347820576248226e-50,0.000165188,0.9999771431101689,1.0,0.9999471363027878,1.0
1382,BIN2,0.0551160418190632,1.388428286389998e-06,0.1139135144714956,4.793571073818075e-92,-5.34e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1383,BIRC2,-0.1070045168862671,7.175013685543171e-23,-0.0237411548093265,5.734880228774172e-05,-0.000805741,0.9999771431101689,1.0,0.23772808906554296,1.0
1384,BIRC6,0.0389564216752418,0.0009764614654129008,0.0908317216793922,8.969618589538592e-59,0.000153349,0.9999771431101689,1.0,0.9999471363027878,1.0
1385,BLACAT1,-0.030545636667638,0.011718585898665894,-0.0287933604628245,8.317553139366623e-07,-0.000194942,0.9999771431101689,1.0,0.9999471363027878,1.0
1386,BLK,-0.0376708464687541,0.0014901987955796962,-0.021787239352322,0.00023642455383841637,-0.00012632,0.9999771431101689,1.0,0.9999471363027878,1.0
1387,BLM,0.0314250730743017,0.009323900420673515,0.1385779750375567,4.001967636361411e-136,0.000516895,0.9999771431101689,1.0,0.9999471363027878,1.0
1388,BLMH,0.0775737500364527,2.77829170847498e-12,0.1656142631374823,9.102050179206797e-195,0.000456864,0.9999771431101689,1.0,0.9999471363027878,1.0
1389,BLNK,-0.0427716899552351,0.00025829583887481967,-0.0316433012692004,5.294111242882809e-08,-0.000340801,0.9999771431101689,1.0,0.9999471363027878,1.0
1390,BLOC1S1,0.0290926605422513,0.01690831968180446,0.0859148896993083,1.1354738896165895e-52,4.2e-06,0.9999771431101689,1.0,0.9999471363027878,1.0
1391,BLOC1S4,0.0684860432227165,9.962524915649228e-10,0.1258595588208639,2.75866417714592e-112,0.000391256,0.9999771431101689,1.0,0.9999471363027878,1.0
1392,BLOC1S5,0.0412943436396917,0.00043867519113778607,0.0933699778130562,4.623045369164995e-62,0.000159679,0.9999771431101689,1.0,0.9999471363027878,1.0
1393,BLOC1S6,0.0532192180326972,3.382278932813742e-06,0.1331550462976383,1.138667582515728e-125,-8.24e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1394,BLVRB,-0.0464931624823072,6.15798645770252e-05,-0.0209180864441686,0.0004266095751537663,-0.000522574,0.9999771431101689,1.0,0.9999471363027878,1.0
1395,BMI1,-0.0267693454734215,0.02938463371667336,0.0775069968521029,4.9550576708480685e-43,-0.000134774,0.9999771431101689,1.0,0.9999471363027878,1.0
1396,BMP2,-0.0493166963652357,1.9239680112674495e-05,-0.0183139823229284,0.002188089035445978,-0.000153857,0.9999771431101689,1.0,0.9999471363027878,1.0
1397,BMP3,-0.0418316630479694,0.0003622800493892509,-0.0426673333907924,1.0346948668717907e-13,-0.000174573,0.9999771431101689,1.0,0.9999471363027878,1.0
1398,BMP4,-0.031463811232035,0.009230145413785267,-0.0285511278083349,1.038323207177293e-06,-0.000154324,0.9999771431101689,1.0,0.9999471363027878,1.0
1399,BMP5,-0.0320114661949316,0.007942195727615148,-0.0212017870150902,0.000352718316127141,-0.000140779,0.9999771431101689,1.0,0.9999471363027878,1.0
1400,BMP6,-0.0422448257605595,0.0003130269447192404,-0.0219060250463681,0.00021757997818516034,-0.000138399,0.9999771431101689,1.0,0.9999471363027878,1.0
1401,BMPER,-0.051777608888241,6.546542075630337e-06,-0.0230127846138026,9.853279782538198e-05,-8.94e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1402,BMPR1A,-0.0372200165665233,0.0017172053842925625,-0.0147148432106804,0.014751335349057338,-1.63e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1403,BMPR1B,-0.0515970646185307,7.109153800333549e-06,-0.0272095814756668,3.427031726331156e-06,-0.000147702,0.9999771431101689,1.0,0.9999471363027878,1.0
1404,BMS1,0.0706968197759109,2.5476750195563816e-10,0.1045029601891504,1.4850362097948106e-77,0.00041154,0.9999771431101689,1.0,0.9999471363027878,1.0
1405,BNC2,-0.0684813121970033,9.98896574826526e-10,-0.0522100158478669,4.8314656552378444e-20,-0.000342188,0.9999771431101689,1.0,0.9999471363027878,1.0
1406,BNIP2,0.030298414302087,0.01248399424350451,0.1093502194053582,7.354332354961245e-85,0.000172224,0.9999771431101689,1.0,0.9999471363027878,1.0
1407,BNIP3L,0.0925233992749751,3.217314347525829e-17,0.1334631752686029,2.977395629824596e-126,0.000178483,0.9999771431101689,1.0,0.9999471363027878,1.0
1408,BOC,-0.0479288482791162,3.4536241535135774e-05,-0.0415440193462605,4.741899057478389e-13,-0.000125358,0.9999771431101689,1.0,0.9999471363027878,1.0
1409,BOD1,0.0529400934776484,3.844672584865067e-06,0.1595430769218199,1.2210874356968574e-180,-0.000494682,0.03857676285132401,1.0,0.001315526301290314,0.14470789314193452
1410,BOK,-0.0287713211163551,0.018306101364779566,-0.0203005713539366,0.0006414734622390873,-9.79e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1411,BOLA1,0.0698520186511245,4.3135294215345665e-10,0.0908889071230554,7.582107709184808e-59,0.000258333,0.9999771431101689,1.0,0.9999471363027878,1.0
1412,BOLA3,0.1402470614198456,4.608528570813298e-39,0.2234551816614485,0.0,0.001022208,0.9999771431101689,1.0,0.9999471363027878,1.0
1413,BOLL,-0.0348432290965085,0.00356861877263329,-0.0221344212824773,0.0001851403782653588,-0.000106163,0.9999771431101689,1.0,0.9999471363027878,1.0
1414,BORCS5,-0.0412063423646492,0.00045242668943438124,-0.0346288739678803,2.2343238440082554e-09,-0.000309713,0.9999771431101689,1.0,0.9999471363027878,1.0
1415,BORCS7,0.0399594260276797,0.0006982641378486041,0.0852528625674873,7.085193140933488e-52,6.88e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1416,BPESC1,-0.0505531201177682,1.1259717596831103e-05,-0.016364104952315,0.0064521230303081715,-9.51e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1417,BPI,-0.0583183987621378,2.845508896387992e-07,-0.040163722473163,2.911405235370749e-12,-0.000197961,0.9999771431101689,1.0,0.9999471363027878,1.0
1418,BPIFA2,-0.0273293981789567,0.025845964936621026,-0.0177513277921431,0.003031153505612698,-0.000117506,0.9999771431101689,1.0,0.9999471363027878,1.0
1419,BPIFB1,-0.0298675773948995,0.013952182804430861,-0.0134572006764462,0.026211895944976835,-0.000146792,0.9999771431101689,1.0,0.9999471363027878,1.0
1420,BPNT1,0.0444725777525053,0.00013649624666064786,0.0440006194998872,1.6145852035583273e-14,1.15e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1421,BPTF,0.1379744149206271,8.250684894309973e-38,0.180413055989365,1.526705494692132e-231,0.000363635,0.9999771431101689,1.0,0.9999471363027878,1.0
1422,BRAT1,0.0445760234170408,0.00013107474144693755,0.0737393501777943,4.908339537391625e-39,0.000132835,0.9999771431101689,1.0,0.9999471363027878,1.0
1423,BRCC3,0.0301572640179678,0.012934433294506076,0.0773980251803961,6.505548143813065e-43,0.000220797,0.9999771431101689,1.0,0.9999471363027878,1.0
1424,BRD1,0.042432122242043,0.0002922126400063624,0.0600583726080995,3.296197804370761e-26,8.63e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1425,BRD2,0.034595537632257,0.003838946894161904,0.1090756806486151,1.9468292215140188e-84,9.26e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1426,BRD3,0.0725648794454802,7.759434816334624e-11,0.1282835255292254,1.2036939063972055e-116,0.000326078,0.9999771431101689,1.0,0.9999471363027878,1.0
1427,BRD4,0.0451062372598482,0.00010669576439718279,0.1342407502768537,9.937524796573306e-128,0.000529915,0.9999771431101689,1.0,0.9999471363027878,1.0
1428,BRD7,0.0856546012441922,7.65601732822764e-15,0.1655930842831769,1.0212567589459592e-194,0.000481745,0.9999771431101689,1.0,0.9999471363027878,1.0
1429,BRDT,-0.047718541706254,3.770499788076266e-05,-0.0222980331461564,0.00016509898820875056,-0.000195826,0.9999771431101689,1.0,0.9999471363027878,1.0
1430,BRE,0.0747428833017346,1.87622904302056e-11,0.1351248239896483,2.0371097539082753e-129,0.000168771,0.9999771431101689,1.0,0.9999471363027878,1.0
1431,BRF2,0.0297043834130267,0.014547213047784422,0.0480940687330252,3.741748266839076e-17,0.000156404,0.9999771431101689,1.0,0.9999471363027878,1.0
1432,BRI3,0.0315003060046952,0.009135852813890264,0.0449181699334197,4.347077703126717e-15,-5.44e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1433,BRI3BP,0.0722358224497589,9.565190374029213e-11,0.223985858723744,0.0,0.000969049,0.2779190603103269,1.0,0.9999471363027878,1.0
1434,BRINP2,-0.0312795274419677,0.009684318592814701,-0.017667748618773,0.003176584223175565,-8.63e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1435,BRINP3,-0.0364305889720345,0.0021994163989308897,-0.0266937888998422,5.346447613719502e-06,-0.000107179,0.9999771431101689,1.0,0.9999471363027878,1.0
1436,BRIX1,0.1022733871043927,6.244109684174996e-21,0.2052667083748647,6.6270357498360506e-301,0.000978458,0.9306267649531977,1.0,0.9999471363027878,1.0
1437,BRK1,0.1806684350467779,5.756935595052857e-65,0.205668503252041,4.1861322012596285e-302,0.000533119,0.9999771431101689,1.0,0.9999471363027878,1.0
1438,BRPF1,0.0702309964488772,3.402427360956567e-10,0.0971006104941073,4.7108136188754296e-67,0.000245329,0.9999771431101689,1.0,0.9999471363027878,1.0
1439,BRS3,-0.0433773237154476,0.00020644020915659976,-0.0265004940830417,6.296370734930909e-06,-0.000141372,0.9999771431101689,1.0,0.9999471363027878,1.0
1440,BRSK2,-0.0329167278042192,0.006214581130874502,-0.0312106252301198,8.15991969526189e-08,-0.000131087,0.9999771431101689,1.0,0.9999471363027878,1.0
1441,BRWD1,-0.0311233161923962,0.010091121896827624,0.0168297301697319,0.005030834953305939,-0.000212641,0.9999771431101689,1.0,0.9999471363027878,1.0
1442,BRWD1.AS1,-0.0273128229515273,0.025942883673775504,-0.0344565262307014,2.703127819795368e-09,-0.000123304,0.9999771431101689,1.0,0.9999471363027878,1.0
1443,BSN,-0.0270780370245802,0.02738706649034617,-0.0234696952709526,7.022647354067045e-05,2.45e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1444,BST2,-0.0660265564139364,4.273549300285026e-09,0.0375209926524038,7.858265769666209e-11,-0.00046216,0.9999771431101689,1.0,0.8151546988103255,1.0
1445,BSX,-0.041665763930803,0.0003846891440044921,-0.0344734266000674,2.652004682822303e-09,-0.000225851,0.9999771431101689,1.0,0.9999471363027878,1.0
1446,BTBD10,0.0362573509278324,0.002321281507756614,0.0462039124879431,6.612225959151099e-16,0.000154036,0.9999771431101689,1.0,0.9999471363027878,1.0
1447,BTBD18,-0.0393819090330934,0.0008476756792683255,-0.0221976831017179,0.00017722777511180969,-0.000128177,0.9999771431101689,1.0,0.9999471363027878,1.0
1448,BTBD6,0.0341289002288538,0.004409598214664855,0.0742521975476742,1.4423746562147744e-39,0.000143796,0.9999771431101689,1.0,0.9999471363027878,1.0
1449,BTBD9,-0.0578030216963701,3.702056168926714e-07,-0.0608160142478149,7.512602375063137e-27,-0.000247339,0.9999771431101689,1.0,0.9999471363027878,1.0
1450,BTC,-0.0616103451149644,5.038890345032128e-08,-0.0355628308906802,7.823713033936646e-10,-0.00012272,0.9999771431101689,1.0,0.9999471363027878,1.0
1451,BTF3,0.1293804105417298,2.8870749316926054e-33,0.3147910259588649,0.0,0.000706132,0.9999771431101689,1.0,0.9999471363027878,1.0
1452,BTF3L4,0.0852505070059913,1.0460239956083706e-14,0.1256305012168089,7.048620525920803e-112,0.000291485,0.9999771431101689,1.0,0.9999471363027878,1.0
1453,BTG1,0.0866367390493359,3.595216269054498e-15,0.0193207863941641,0.0011936391903224863,-0.000369603,0.02285682513738202,1.0,0.9999471363027878,1.0
1454,BTG3,0.0330310590385759,0.006026747582287679,0.1224713052779974,2.4696545615754056e-106,0.000308056,0.9999771431101689,1.0,0.9999471363027878,1.0
1455,BTG4,-0.0370322430676108,0.0018239968968726309,-0.0165662696835048,0.005793108271699139,-9.06e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1456,BTK,0.0324662791825864,0.007027741952989228,0.0694421395543528,1.004407578883191e-34,-7.72e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1457,BTLA,-0.0392709029235512,0.0008792974192337887,-0.036802172448601,1.851436083362263e-10,-0.00017942,0.9999771431101689,1.0,0.9999471363027878,1.0
1458,BTN1A1,-0.0299392365169129,0.013685367125865794,-0.0174220419720464,0.003639491726886195,-5.89e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1459,BTN2A2,-0.0269085548276047,0.028471193021028875,-0.0307892883026657,1.239917798446711e-07,-0.000228787,0.9999771431101689,1.0,0.9999471363027878,1.0
1460,BTN3A2,-0.0402093016268381,0.0006416577899864275,0.0184637895019236,0.002003595334620641,-0.000514845,0.9999771431101689,1.0,0.9191559423201524,1.0
1461,BTNL2,-0.0247168168112065,0.04592282259860411,-0.0213721829518461,0.00031461837535711,-9.39e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
1462,BTNL3,-0.0304871617257157,0.011897447882069541,-0.0238129072562062,5.432334276021099e-05,-0.00014043,0.9999771431101689,1.0,0.9999471363027878,1.0
1463,BTNL8,-0.0620238919597572,4.021790838363374e-08,-0.0345071535279552,2.5546852054333314e-09,-0.000221845,0.9999771431101689,1.0,0.9999471363027878,1.0
1464,BTNL9,-0.0325680032931915,0.006838863343911593,-0.023533826388925,6.692573378207715e-05,-0.00016252,0.9999771431101689,1.0,0.9999471363027878,1.0
1465,BUB1,-0.0287380016238588,0.01845674898274533,0.0577447296345328,2.6591191804925953e-24,-0.00016057,0.9999771431101689,1.0,0.9999471363027878,1.0
1466,BUB3,0.1319533476188746,1.3710040488476073e-34,0.1672699108382202,1.0328848223362643e-198,-2.32e-05,0.13842450078351298,1.0,0.6535112532153936,1.0
1467,BUD31,0.0534184962235025,3.092146143295314e-06,0.1418084183504765,1.4849716038665236e-142,0.000309042,0.9999771431101689,1.0,0.9999471363027878,1.0
1468,BVES,-0.030588764838909,0.011594287097776337,-0.0233204519971483,7.854327635564744e-05,-0.000106597,0.9999771431101689,1.0,0.9999471363027878,1.0
1469,BVES.AS1,-0.0313316422288223,0.009553188013661446,-0.0232765125297869,8.111929552297581e-05,-0.000115414,0.9999771431101689,1.0,0.9999471363027878,1.0
1470,BYSL,0.0813511298444484,1.9100598207460154e-13,0.1388178961379563,1.352678431878628e-136,0.000588834,0.9999771431101689,1.0,0.9999471363027878,1.0
