,gene,r hsc,p adjusted hsc,r prog,p adjusted prog,GEP 15 (DNA Replication),Benjamini-Hochberg adjusted regression p of GEP 15 vs r hsc,Bonferroni adjusted regression p of GEP 15 vs r hsc,Benjamini-Hochberg adjusted regression p of GEP 15 vs r prog,Bonferroni adjusted regression p of GEP 15 vs r prog
13134,TLR5,-0.0353494857348395,0.0030671384141048113,-0.0263464200896433,7.158884879060084e-06,-0.000114079,0.9999771431101689,1.0,0.9999471363027878,1.0
13135,TLR6,-0.0451576962310327,0.00010459145199071821,-0.0183917602466105,0.00208948903300602,-0.000143929,0.9999771431101689,1.0,0.9999471363027878,1.0
13136,TLR8,-0.0329729510074563,0.006119075893509421,-0.0445495557677772,7.392473358184577e-15,-0.000180161,0.9999771431101689,1.0,0.9999471363027878,1.0
13137,TLX1NB,-0.0422064676954421,0.0003172195254707872,-0.0256301894564434,1.295367388918634e-05,-0.000139844,0.9999771431101689,1.0,0.9999471363027878,1.0
13138,TM2D1,-0.0314209815679215,0.009333534025768041,0.0362613373594713,3.494077052001126e-10,-0.000187013,0.9999771431101689,1.0,0.9999471363027878,1.0
13139,TM4SF1,-0.0916987744076656,6.363764745500149e-17,-0.0578350089927436,2.248088665301208e-24,-0.000466538,0.9999771431101689,1.0,0.9999471363027878,1.0
13140,TM4SF18,-0.0485369357354413,2.687584265635989e-05,-0.0412281250708113,7.22774403495753e-13,-0.000142693,0.9999771431101689,1.0,0.9999471363027878,1.0
13141,TM4SF20,-0.0776793355772427,2.5826453488036123e-12,-0.0725746453712381,7.668333948587924e-38,-0.000467486,0.9999771431101689,1.0,0.9999471363027878,1.0
13142,TM4SF4,-0.0245410378884186,0.04761164960574012,-0.0211120454609406,0.0003746246526564245,-9.36e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13143,TM4SF5,-0.0305591077304798,0.01168023062450637,-0.0205789895968967,0.0005347347350493446,-0.000144887,0.9999771431101689,1.0,0.9999471363027878,1.0
13144,TM7SF2,-0.0450719645971096,0.00010810908019326279,-0.0182699440692111,0.0022457559620444848,-0.000164264,0.9999771431101689,1.0,0.9999471363027878,1.0
13145,TM7SF3,0.0867555820023316,3.280457902471296e-15,0.156191384545585,4.397055748333119e-173,0.000304069,0.9999771431101689,1.0,0.9999471363027878,1.0
13146,TM9SF2,0.073636837850653,3.8900232434005836e-11,0.120513150641599,5.713008298027105e-103,0.000126802,0.9999771431101689,1.0,0.9999471363027878,1.0
13147,TM9SF3,0.0409096318971375,0.0005019954887747357,0.1553320837443328,3.5812774230887226e-171,0.000253862,0.9999771431101689,1.0,0.9999471363027878,1.0
13148,TM9SF4,0.0485051583324159,2.7235511600531378e-05,0.0672810509502628,1.1865733030427834e-32,0.000128687,0.9999771431101689,1.0,0.9999471363027878,1.0
13149,TMA16,0.0814826907345412,1.739376529460549e-13,0.1517035894301877,3.1757949795066235e-163,0.000497735,0.9999771431101689,1.0,0.9999471363027878,1.0
13150,TMA7,0.2060581304670364,7.489317116004876e-85,0.2966142840226665,0.0,0.001436947,0.9999771431101689,1.0,0.9999471363027878,1.0
13151,TMBIM1,-0.0406731195130261,0.0005457644711832635,0.0125502319785806,0.03859512421043724,-0.00015785,0.9999771431101689,1.0,0.9999471363027878,1.0
13152,TMBIM4,0.0812040235290579,2.1195588729850918e-13,0.1240774601522021,3.9010487919399778e-109,0.000157307,0.9999771431101689,1.0,0.9999471363027878,1.0
13153,TMBIM6,0.1190885195080834,3.096429343931056e-28,0.2152172871079258,0.0,0.00047126,0.9999771431101689,1.0,0.9999471363027878,1.0
13154,TMC1,-0.0367687145258048,0.001984191282663849,-0.0347336449793175,1.987061518751718e-09,-0.000138434,0.9999771431101689,1.0,0.9999471363027878,1.0
13155,TMC2,-0.034018778425149,0.004552730973902548,-0.0297090173511363,3.52161274280255e-07,-0.000192217,0.9999771431101689,1.0,0.9999471363027878,1.0
13156,TMC3,-0.0336093159065866,0.005123257584786011,-0.0221914218487274,0.0001779846768865839,-0.000126462,0.9999771431101689,1.0,0.9999471363027878,1.0
13157,TMC4,-0.0607972373326297,7.787431650841944e-08,-0.0500553072238789,1.6916676775874817e-18,-0.000272781,0.9999771431101689,1.0,0.9999471363027878,1.0
13158,TMC5,-0.030077147045986,0.013207076689740457,-0.0195112633317516,0.0010606266834634367,-0.000186719,0.9999771431101689,1.0,0.9999471363027878,1.0
13159,TMC7,-0.0499996141958385,1.4305896816908256e-05,-0.0270361497297236,3.978882896816719e-06,-0.000382838,0.9999771431101689,1.0,0.9999471363027878,1.0
13160,TMCC3,-0.074443112601031,2.2911760620224253e-11,-0.0671376593226761,1.61847924275726e-32,-0.000280522,0.9999771431101689,1.0,0.9999471363027878,1.0
13161,TMCO1,0.0599341252002174,1.230728919240354e-07,0.1208897466959809,1.3017186694039193e-103,0.000201234,0.9999771431101689,1.0,0.9999471363027878,1.0
13162,TMCO4,-0.0392039878856173,0.0008984776980021231,-0.0166600617911305,0.005510196686672099,-0.000215089,0.9999771431101689,1.0,0.9999471363027878,1.0
13163,TMCO5A,-0.0477484298499423,3.72502905464838e-05,-0.0319899464981963,3.7180268605711526e-08,-0.000164062,0.9999771431101689,1.0,0.9999471363027878,1.0
13164,TMED1,0.0443284241602365,0.00014431429373876436,0.0603724367889985,1.78831596839517e-26,4.68e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13165,TMED10,0.0905317943938625,1.650439748676502e-16,0.1677096875075879,9.077687775514817e-200,0.000258026,0.9999771431101689,1.0,0.9999471363027878,1.0
13166,TMED2,0.0473530435978771,4.376465972406761e-05,0.1269474969052276,3.1176539210896533e-114,0.000264327,0.9999771431101689,1.0,0.9999471363027878,1.0
13167,TMED4,0.066950287804698,2.479666524991801e-09,0.1381146470904898,3.261392231772556e-135,0.000216516,0.9999771431101689,1.0,0.9999471363027878,1.0
13168,TMED5,0.0415294881072201,0.0004040488582357593,0.0703812171745624,1.210754127152422e-35,0.000182511,0.9999771431101689,1.0,0.9999471363027878,1.0
13169,TMED7,0.0600590025255494,1.1528450623702311e-07,0.1220062545414633,1.571842513637254e-105,0.000259923,0.9999771431101689,1.0,0.9999471363027878,1.0
13170,TMED9,0.0913839414560113,8.253194561341854e-17,0.1612880899283525,1.217734603342116e-184,0.000420238,0.9999771431101689,1.0,0.9999471363027878,1.0
13171,TMEFF1,0.0348637351970559,0.0035474995706492748,0.0598594562249532,4.838803124059445e-26,0.000319078,0.9999771431101689,1.0,0.9999471363027878,1.0
13172,TMEFF2,-0.0961586587205447,1.4765712365811926e-18,-0.0233765836461474,7.53003644822537e-05,0.000326086,0.03296302373292292,1.0,0.7993815201836063,1.0
13173,TMEM101,0.0664306257108469,3.3703310213191168e-09,0.070484349861905,9.581327258004394e-36,2.28e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13174,TMEM105,-0.0403345805302418,0.0006136501388495601,-0.0165610932145659,0.005808029857310722,-0.000277399,0.9999771431101689,1.0,0.9999471363027878,1.0
13175,TMEM106B,0.0280451444618043,0.021845602634277386,0.04326825510944,4.502941556538919e-14,-0.000191276,0.9999771431101689,1.0,0.9999471363027878,1.0
13176,TMEM107,0.0487071998934022,2.4984934952242274e-05,0.0662714304656778,1.046541604300847e-31,6.86e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13177,TMEM108,-0.0438795702985741,0.00017094801051023033,-0.0364940259055129,2.66287210155585e-10,-0.00021438,0.9999771431101689,1.0,0.9999471363027878,1.0
13178,TMEM108.AS1,-0.0285162155515618,0.01948433936475335,-0.0167682862964731,0.005200954301838421,-9.45e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13179,TMEM109,0.0653713070884538,6.222810858821116e-09,0.1767180423957819,4.799534409723681e-222,0.000497441,0.9999771431101689,1.0,0.9999471363027878,1.0
13180,TMEM11,0.0501942336445786,1.3142025099110995e-05,0.0791932715282141,6.948984399932534e-45,0.000208328,0.9999771431101689,1.0,0.9999471363027878,1.0
13181,TMEM114,-0.0292139459613894,0.01644257943913516,-0.025815916418629,1.113545651385622e-05,-0.000166511,0.9999771431101689,1.0,0.9999471363027878,1.0
13182,TMEM115,0.0524520512333806,4.81601553933157e-06,0.0991883064627466,6.201861606281428e-70,0.00022026,0.9999771431101689,1.0,0.9999471363027878,1.0
13183,TMEM119,-0.0274365012416911,0.02520498263048921,-0.0221799150438363,0.0001793938224415638,-0.000111629,0.9999771431101689,1.0,0.9999471363027878,1.0
13184,TMEM123,0.1601225980646843,6.067013965760482e-51,0.2327953048530787,0.0,0.000653864,0.9999771431101689,1.0,0.9999471363027878,1.0
13185,TMEM125,-0.0292238837256592,0.016401120804025976,-0.017985141097776,0.0026484201335599334,-0.000138278,0.9999771431101689,1.0,0.9999471363027878,1.0
13186,TMEM126A,0.0613758304327716,5.723491378269659e-08,0.1312704931391257,3.89346815260417e-122,0.000446583,0.9999771431101689,1.0,0.9999471363027878,1.0
13187,TMEM126B,0.063751749976337,1.5601258952184932e-08,0.1314822383551906,1.5698914758692838e-122,0.000385976,0.9999771431101689,1.0,0.9999471363027878,1.0
13188,TMEM128,0.065423493691366,6.045948607809293e-09,0.1110355655129279,1.7730407106611562e-87,0.000264198,0.9999771431101689,1.0,0.9999471363027878,1.0
13189,TMEM129,0.0429341851972822,0.00024389221980514747,0.0506702294081418,6.22207608780053e-19,-0.000122261,0.9999771431101689,1.0,0.9999471363027878,1.0
13190,TMEM131,0.0371420233323193,0.0017605295791843659,0.0612209649839426,3.3836758736507036e-27,-7.91e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13191,TMEM132A,-0.0472576618652257,4.540791619469772e-05,-0.031699758313794,5.001953967342215e-08,-0.000135592,0.9999771431101689,1.0,0.9999471363027878,1.0
13192,TMEM132B,-0.0544012192622238,1.9521738473476323e-06,-0.0350189198141417,1.4442303720507905e-09,-0.000177127,0.9999771431101689,1.0,0.9999471363027878,1.0
13193,TMEM132D,-0.0511827517068663,8.547995318956514e-06,-0.0375486364825,7.60200657826918e-11,-0.000200366,0.9999771431101689,1.0,0.9999471363027878,1.0
13194,TMEM132E,-0.0311664050385797,0.009978904292022235,-0.0156562741988278,0.00929420961942849,-0.000123136,0.9999771431101689,1.0,0.9999471363027878,1.0
13195,TMEM133,-0.0446103920606633,0.00012933262562158128,-0.0226828606703625,0.00012541282751239605,-0.000131795,0.9999771431101689,1.0,0.9999471363027878,1.0
13196,TMEM134,0.0265336871316376,0.030998452956172408,0.0549951707645216,3.931924980265394e-22,-0.000110029,0.9999771431101689,1.0,0.9999471363027878,1.0
13197,TMEM135,0.040151216383431,0.0006543234785633388,0.0478876017858995,5.1441302064317715e-17,1.02e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13198,TMEM138,0.0262355567162966,0.03314602368346823,0.0444473698171134,8.556519072351663e-15,-9.76e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13199,TMEM141,0.0257433220726177,0.03694433261177607,0.0592904183959707,1.440500497173345e-25,3.78e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13200,TMEM147,0.0800975835434808,4.680542301295474e-13,0.2017159610145266,2.0906551898830774e-290,0.00078219,0.9999771431101689,1.0,0.9999471363027878,1.0
13201,TMEM14A,0.0275997041554269,0.024296846771776036,0.0743431027424001,1.1595793218540283e-39,3.45e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13202,TMEM14B,0.0845824251319542,1.733087915868932e-14,0.154907068106249,3.115201919104853e-170,0.000385446,0.9999771431101689,1.0,0.9999471363027878,1.0
13203,TMEM14C,0.0844180162913251,1.9616645959784847e-14,0.1608683331521665,1.1260336907243195e-183,0.000648923,0.9999771431101689,1.0,0.9999471363027878,1.0
13204,TMEM150B,-0.0278976915548321,0.02264208659322727,-0.022274755206216,0.00016785605784502537,-0.000125276,0.9999771431101689,1.0,0.9999471363027878,1.0
13205,TMEM151B,-0.0671545414348833,2.1953208281463726e-09,-0.0377974260260772,5.6283358957298906e-11,-0.000476433,0.9999771431101689,1.0,0.9999471363027878,1.0
13206,TMEM155,-0.0453636343829509,9.651017037955672e-05,-0.0230589606159343,9.526219561849698e-05,-0.000107289,0.9999771431101689,1.0,0.9999471363027878,1.0
13207,TMEM160,0.0452855284717161,9.947307545968352e-05,0.1224526399211779,2.6599808522064062e-106,0.000288001,0.9999771431101689,1.0,0.9999471363027878,1.0
13208,TMEM163,0.0498258695523783,1.539656655819802e-05,0.0172975141806113,0.0038985741806039503,0.00010314,0.9999771431101689,1.0,0.9999471363027878,1.0
13209,TMEM164,0.0650324896065921,7.552042518716257e-09,0.0966424592429202,1.984650011694812e-66,0.000174259,0.9999771431101689,1.0,0.9999471363027878,1.0
13210,TMEM165,0.0476366792916204,3.8957428567331634e-05,0.0996617640765177,1.3487151873534011e-70,0.000214847,0.9999771431101689,1.0,0.9999471363027878,1.0
13211,TMEM167A,0.0684666267512564,1.007545016148275e-09,0.1700385389858948,2.074164862965089e-205,0.000378843,0.9999771431101689,1.0,0.9999471363027878,1.0
13212,TMEM169,-0.0448429709824631,0.0001181960317000929,-0.0216583823249447,0.00025867902565203805,-9.67e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13213,TMEM170A,0.0510407220580394,9.096046529063646e-06,0.0962153485732422,7.521166086413456e-66,0.000110847,0.9999771431101689,1.0,0.9999471363027878,1.0
13214,TMEM174,-0.0324374027784646,0.007084765458784886,-0.0294789874158393,4.3815165984362006e-07,-0.000240603,0.9999771431101689,1.0,0.9999471363027878,1.0
13215,TMEM176A,-0.0466972210697365,5.673557082530793e-05,-0.0472771978588926,1.3132768814677104e-16,-0.000164885,0.9999771431101689,1.0,0.9999471363027878,1.0
13216,TMEM176B,-0.0272853172475733,0.026091394729556367,-0.0490545942621897,8.316044266902457e-18,-0.000109491,0.9999771431101689,1.0,0.9999471363027878,1.0
13217,TMEM178A,-0.0354314848096733,0.0029919206256469122,-0.0258281905642621,1.102880618974959e-05,-0.000113816,0.9999771431101689,1.0,0.9999471363027878,1.0
13218,TMEM178B,-0.0373515258221078,0.0016473236578897778,-0.0275255152980938,2.595904386384295e-06,-0.000148504,0.9999771431101689,1.0,0.9999471363027878,1.0
13219,TMEM179,-0.0460933880572489,7.217942772827928e-05,-0.0399049174330475,4.063804933691035e-12,-0.000176362,0.9999771431101689,1.0,0.9999471363027878,1.0
13220,TMEM179B,0.0247041858098182,0.04604815524074001,0.05990884118705,4.4000638076297816e-26,-9.02e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13221,TMEM18,-0.0290970769317192,0.016894286321199777,0.0212359951730542,0.0003446375051765937,-0.000286709,0.9999771431101689,1.0,0.9999471363027878,1.0
13222,TMEM181,0.0291138334448308,0.016829874295314587,0.0996391441987397,1.4504188284833494e-70,0.000133461,0.9999771431101689,1.0,0.9999471363027878,1.0
13223,TMEM182,-0.0247397711975626,0.04570571938284977,-0.0251536688195288,1.904896712375813e-05,-0.000170448,0.9999771431101689,1.0,0.9999471363027878,1.0
13224,TMEM183A,0.0471272433504115,4.779792501488647e-05,0.1251148283350338,5.7823050208585305e-111,0.000254133,0.9999771431101689,1.0,0.9999471363027878,1.0
13225,TMEM184A,-0.0247988322037968,0.0451219379439494,-0.0155691596719602,0.009706089704855266,-0.000250556,0.9999771431101689,1.0,0.9999471363027878,1.0
13226,TMEM186,0.0294539610259519,0.015479341625528605,0.0578113378344593,2.3483468907226176e-24,0.000234469,0.9999771431101689,1.0,0.9999471363027878,1.0
13227,TMEM19,-0.0342084899770149,0.004310591486725338,0.0281622494981666,1.4739376625714353e-06,-0.000207286,0.9999771431101689,1.0,0.9999471363027878,1.0
13228,TMEM192,0.0393073387356452,0.0008688214646718744,0.1104014147561679,1.731171857793631e-86,3.03e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13229,TMEM196,-0.0366176533349204,0.0020786457819413373,-0.0181358762503365,0.0024266903377758737,-5.59e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13230,TMEM198,-0.042113183612583,0.000328106636880551,-0.0269363451197118,4.339727343327164e-06,-0.00014101,0.9999771431101689,1.0,0.9999471363027878,1.0
13231,TMEM200C,-0.0330059821132756,0.00606435983837401,-0.0501375649589156,1.482057317272946e-18,-0.000168548,0.9999771431101689,1.0,0.9999471363027878,1.0
13232,TMEM201,0.0312961838030495,0.009640937748753959,0.1106544508890945,6.993485109496917e-87,0.000421862,0.9999771431101689,1.0,0.9999471363027878,1.0
13233,TMEM202,-0.0413406855571005,0.00043162056007926114,-0.017464893335203,0.003555069838406094,-0.000105515,0.9999771431101689,1.0,0.9999471363027878,1.0
13234,TMEM203,0.0562642844930736,7.94799374348837e-07,0.1278481347230811,7.410130464067886e-116,0.000408376,0.9999771431101689,1.0,0.9999471363027878,1.0
13235,TMEM204,0.0533443763078609,3.19568037333905e-06,0.0165126759591714,0.005961147537716477,3.39e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13236,TMEM206,0.0638786462748896,1.4544070145633159e-08,0.0895540152478685,3.715886025116698e-57,0.00046818,0.9999771431101689,1.0,0.9999471363027878,1.0
13237,TMEM208,0.0266032599456408,0.030524133824926025,0.0949584751235521,3.6503154897531235e-64,0.000216186,0.9999771431101689,1.0,0.9999471363027878,1.0
13238,TMEM215,-0.0411983907113205,0.000453790063460642,-0.0277887604143543,2.059374395872127e-06,-0.000174709,0.9999771431101689,1.0,0.9999471363027878,1.0
13239,TMEM216,0.0895488463331867,3.6388637995656807e-16,0.0936370010623736,2.0606099596835405e-62,0.000260124,0.9999771431101689,1.0,0.9999471363027878,1.0
13240,TMEM217,-0.0323060424668589,0.007346376337523453,-0.0253927657844429,1.571493234391194e-05,-0.000163685,0.9999771431101689,1.0,0.9999471363027878,1.0
13241,TMEM218,0.0248096090271601,0.0450116705099245,0.0481937075684749,3.207448120688986e-17,0.000116893,0.9999771431101689,1.0,0.9999471363027878,1.0
13242,TMEM223,0.053236072257203,3.3595243106612363e-06,0.094689681355932,8.327321772432197e-64,0.000275993,0.9999771431101689,1.0,0.9999471363027878,1.0
13243,TMEM225,-0.052451170035956,4.8171280682221485e-06,-0.0391928684103716,1.0022346039937529e-11,-0.00019759,0.9999771431101689,1.0,0.9999471363027878,1.0
13244,TMEM229B,0.0313204966708724,0.009579812576320972,-0.0195441018660029,0.0010390192521664155,-0.000117879,0.9999771431101689,1.0,0.9999471363027878,1.0
13245,TMEM230,0.0955134610227935,2.5629466019333526e-18,0.2015921317484612,4.813664462965676e-290,0.000512316,0.9999771431101689,1.0,0.9999471363027878,1.0
13246,TMEM232,-0.0736971046354251,3.7473023845691106e-11,-0.0554542123652334,1.7346159040916735e-22,-0.00031046,0.9999771431101689,1.0,0.9999471363027878,1.0
13247,TMEM233,-0.0525858895551278,4.5246967744298044e-06,-0.0214941975209451,0.00028953975791925086,-0.000135508,0.9999771431101689,1.0,0.9999471363027878,1.0
13248,TMEM236,-0.0264574220418529,0.03155119985623996,-0.0209282894078076,0.00042376732178791145,-0.000168885,0.9999771431101689,1.0,0.9999471363027878,1.0
13249,TMEM245,0.0394809811858311,0.0008204449986280167,0.1424904749448363,6.233885548201096e-144,0.000111136,0.9999771431101689,1.0,0.9999471363027878,1.0
13250,TMEM247,-0.0277037554207813,0.023705208915941252,-0.0228124030182337,0.00011411426939453386,-7.79e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13251,TMEM248,0.0510399201326408,9.097793862405994e-06,0.1350252958351589,3.1580626427096925e-129,0.000270816,0.9999771431101689,1.0,0.9999471363027878,1.0
13252,TMEM249,-0.026059185846091,0.03440553025257413,-0.0170079133193074,0.004565176897023469,-7.76e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13253,TMEM251,0.0428623401986601,0.0002499792653536398,0.0715659756681315,8.019224789602285e-37,0.000169925,0.9999771431101689,1.0,0.9999471363027878,1.0
13254,TMEM253,-0.0336670399125082,0.0050389262565774294,-0.0194543042166859,0.0010994832532039373,-7.77e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13255,TMEM254,0.0610520406765693,6.799432047474454e-08,0.0685615239339673,7.15141824464031e-34,0.000186813,0.9999771431101689,1.0,0.9999471363027878,1.0
13256,TMEM255A,-0.0248123407548846,0.04498582779438818,-0.0300806347297497,2.471405683048097e-07,-0.000130446,0.9999771431101689,1.0,0.9999471363027878,1.0
13257,TMEM255B,-0.0535105251697049,2.9644526058931434e-06,-0.0386301255835426,2.0260891753296863e-11,-0.000186883,0.9999771431101689,1.0,0.9999471363027878,1.0
13258,TMEM256,0.0369052831460875,0.0018991828879029106,0.0624274410026069,3.0470019827960706e-28,3.08e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13259,TMEM257,-0.029331377127798,0.01596097489454843,-0.0246589379342199,2.8208161931277593e-05,-0.000105713,0.9999771431101689,1.0,0.9999471363027878,1.0
13260,TMEM258,0.1640863632490292,1.7058177983274455e-53,0.2359460426125959,0.0,0.000773791,0.9999771431101689,1.0,0.9999471363027878,1.0
13261,TMEM259,0.0347448500178136,0.0036722863159785136,0.0875503753798546,1.156969595150572e-54,9.67e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13262,TMEM26,-0.0672282602943388,2.1030432013355025e-09,-0.0499497048853646,2.0043820628825266e-18,-0.000192989,0.9999771431101689,1.0,0.9999471363027878,1.0
13263,TMEM260,-0.057246786983684,4.887654340258687e-07,-0.0404419253163404,2.0311974059579862e-12,-0.000226927,0.9999771431101689,1.0,0.9999471363027878,1.0
13264,TMEM261,0.1694232162687692,4.7990670976168447e-57,0.2153810178021276,0.0,0.00091935,0.9999771431101689,1.0,0.9999471363027878,1.0
13265,TMEM262,-0.053030781384897,3.6879563067794272e-06,-0.0252272959433897,1.79534672241622e-05,-0.000152295,0.9999771431101689,1.0,0.9999471363027878,1.0
13266,TMEM265,0.0274958449434977,0.02485362694281354,0.054440565808094,1.045816506009981e-21,2.41e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13267,TMEM30B,-0.0424517254451021,0.00029009804321843006,-0.0268173272701032,4.810479910138783e-06,-0.000127619,0.9999771431101689,1.0,0.9999471363027878,1.0
13268,TMEM33,0.0908653523722399,1.25980108952125e-16,0.1529743152151803,5.511065205177524e-166,0.000549808,0.9999771431101689,1.0,0.9999471363027878,1.0
13269,TMEM35A,-0.0424945035389685,0.00028569431399029244,-0.0187742302634319,0.0016647208243766923,-9.95e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13270,TMEM37,-0.0573214077956669,4.709842963337389e-07,-0.0479774217583721,4.480093240796594e-17,-0.000142834,0.9999771431101689,1.0,0.9999471363027878,1.0
13271,TMEM38B,0.0933472227724097,1.6170490796688945e-17,0.1041958003720625,4.1925573192644255e-77,0.000293931,0.9999771431101689,1.0,0.9999471363027878,1.0
13272,TMEM39B,0.0896272680991737,3.4233636732675566e-16,0.0987470309215382,2.544594534225029e-69,0.000229883,0.9999771431101689,1.0,0.9999471363027878,1.0
13273,TMEM40,-0.0358899244263994,0.002603013621307063,-0.0358285303101375,5.769058729049731e-10,-0.000173234,0.9999771431101689,1.0,0.9999471363027878,1.0
13274,TMEM41A,0.0296102388930291,0.014891125900589915,0.0731332118250903,2.0627215076780945e-38,0.000144358,0.9999771431101689,1.0,0.9999471363027878,1.0
13275,TMEM41B,0.0289003414548316,0.017726930785701138,0.0449143329313701,4.371011807517676e-15,4.04e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13276,TMEM43,0.0724988287991085,8.080770718322926e-11,0.1188715027416791,3.407430705617754e-100,0.000168803,0.9999771431101689,1.0,0.9999471363027878,1.0
13277,TMEM47,-0.0601071169999664,1.1242699567237024e-07,-0.0327758900109602,1.6470434838366024e-08,-0.000178484,0.9999771431101689,1.0,0.9999471363027878,1.0
13278,TMEM5,0.0327252926203115,0.006554359898399612,0.0895656061554081,3.5936041181966924e-57,0.000287495,0.9999771431101689,1.0,0.9999471363027878,1.0
13279,TMEM50A,0.1056090416480515,2.7403832842432077e-22,0.163244437152655,3.497473582156394e-189,0.000393479,0.9999771431101689,1.0,0.9999471363027878,1.0
13280,TMEM51,0.046613459469017,5.8685575066169554e-05,0.0204075763608601,0.0005981256710311499,0.000225766,0.9999771431101689,1.0,0.9999471363027878,1.0
13281,TMEM52B,-0.0337742810195115,0.0048873433536517534,-0.0261410143661972,8.508587243517032e-06,-0.000170643,0.9999771431101689,1.0,0.9999471363027878,1.0
13282,TMEM54,-0.0350208893687962,0.0033831751080651254,-0.0194323939161013,0.001114201256747921,-9.32e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13283,TMEM56,-0.0498842224535681,1.503798697592252e-05,-0.0311348882923616,8.80117185786175e-08,-0.000203642,0.9999771431101689,1.0,0.9999471363027878,1.0
13284,TMEM57,0.0337902066862573,0.004865322712813371,0.0622949776592799,3.978564696421776e-28,2.42e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13285,TMEM59L,-0.0259623996013017,0.035169669413614636,-0.0324350902730696,2.3510221655849406e-08,-0.000129224,0.9999771431101689,1.0,0.9999471363027878,1.0
13286,TMEM60,0.046752754771358,5.551986843997069e-05,0.0959847931533005,1.537666031799142e-65,0.000134905,0.9999771431101689,1.0,0.9999471363027878,1.0
13287,TMEM63A,-0.0418266159185971,0.0003628187236496893,-0.026449780994098,6.568001217251388e-06,-0.000258403,0.9999771431101689,1.0,0.9999471363027878,1.0
13288,TMEM63B,-0.0522414553788741,5.305201322830742e-06,-0.0326718418272374,1.835441937290491e-08,-0.000138693,0.9999771431101689,1.0,0.9999471363027878,1.0
13289,TMEM63C,-0.035755645217184,0.0027128346439881635,-0.0174336087285313,0.0036165694838505057,-0.000136386,0.9999771431101689,1.0,0.9999471363027878,1.0
13290,TMEM64,0.0380567894125324,0.0013115122804547618,0.0454456977571775,2.0170453249859365e-15,1.79e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13291,TMEM65,0.0436720040626233,0.00018514015548342936,0.0790406626910682,1.0273554975435325e-44,0.000125322,0.9999771431101689,1.0,0.9999471363027878,1.0
13292,TMEM69,0.09694846078607,7.421730829435083e-19,0.1336405560019748,1.3738388140249956e-126,0.000223181,0.9999771431101689,1.0,0.9999471363027878,1.0
13293,TMEM70,0.0479482245021302,3.4281255310836314e-05,0.1116292392444697,2.070860747104903e-88,0.00037352,0.9999771431101689,1.0,0.9999471363027878,1.0
13294,TMEM72,-0.0543030143024229,2.0461162637068397e-06,-0.0327575027033309,1.6791489516905587e-08,-0.000278502,0.9999771431101689,1.0,0.9999471363027878,1.0
13295,TMEM74,-0.0395881023657396,0.0007922852328459965,-0.0273043806236016,3.1550329957763178e-06,-0.000178226,0.9999771431101689,1.0,0.9999471363027878,1.0
13296,TMEM74B,-0.0356688785800304,0.0027849923492929514,-0.024535003125031,3.110107725850298e-05,-0.00013532,0.9999771431101689,1.0,0.9999471363027878,1.0
13297,TMEM75,-0.0454342018575265,9.384950252253799e-05,-0.0186049222975153,0.0018424123007007083,-0.000139118,0.9999771431101689,1.0,0.9999471363027878,1.0
13298,TMEM79,-0.0304606691214478,0.011976417337721566,0.0160175749343508,0.0077287249431736175,1.42e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13299,TMEM86A,-0.0322710047475953,0.007411790544172627,-0.0375521267533301,7.57111110760763e-11,-0.00017383,0.9999771431101689,1.0,0.9999471363027878,1.0
13300,TMEM87A,0.0283385866572438,0.020354787661223606,0.0864644358383914,2.456007608036638e-53,1.71e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13301,TMEM87B,0.0498285769682682,1.537990975286628e-05,0.0612901787621236,2.953036102442939e-27,7.79e-05,0.9999771431101689,1.0,0.9999471363027878,1.0
13302,TMEM88,-0.0298562372130145,0.013997000072600935,-0.0163132320504418,0.006625938541433451,-0.0001092,0.9999771431101689,1.0,0.9999471363027878,1.0
